TEST_ID,QUESTION,CATEGORY,GENERATED_CYPHER,EXEC_SUCCESS,ERROR,ACTUAL_RESULT,FORMATTED_ACTUAL_QUERY_RESULT
UU_19_2016_E2E_V3_070,Bagaimana kewajiban pemerintah melindungi kepentingan umum dari penyalahgunaan internet di pasal 40 ayat 2 uu 19 2016?,Pasal 40 ayat (2),"MATCH (a:Ayat) WHERE a.source_document_id = 'UU_19_2016' AND a.label CONTAINS 'Pasal 40 ayat (2)' OPTIONAL MATCH (a)-[:BERLAKU_UNTUK]->(e:EntitasHukum) OPTIONAL MATCH (a)-[:MENGATUR]->(ph:PerbuatanHukum) WHERE toLower(e.label) CONTAINS 'pemerintah' RETURN a.label AS ayat, a.content AS isi_ayat, e.label AS berlaku_untuk, ph.label AS perbuatan_hukum, ph.content AS detail_perbuatan, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 40 ayat (2)"", ""isi_ayat"": ""Pemerintah melindungi kepentingan umum dari\nsegala jenis gangguan sebagai akibat\npenyalahgunaan Informasi Elektronik dan Transaksi\nElektronik yang mengganggu ketertiban umum,\nsesuai dengan ketentuan peraturan perundang-undangan."", ""berlaku_untuk"": ""Pemerintah"", ""perbuatan_hukum"": ""melindungi kepentingan umum dari segala jenis gangguan sebagai akibat penyalahgunaan Informasi Elektronik dan Transaksi Elektronik yang mengganggu ketertiban umum"", ""detail_perbuatan"": null, ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (2)"",
    ""isi_ayat"": ""Pemerintah melindungi kepentingan umum dari\nsegala jenis gangguan sebagai akibat\npenyalahgunaan Informasi Elektronik dan Transaksi\nElektronik yang mengganggu ketertiban umum,\nsesuai dengan ketentuan peraturan perundang-undangan."",
    ""berlaku_untuk"": ""Pemerintah"",
    ""perbuatan_hukum"": ""melindungi kepentingan umum dari segala jenis gangguan sebagai akibat penyalahgunaan Informasi Elektronik dan Transaksi Elektronik yang mengganggu ketertiban umum"",
    ""detail_perbuatan"": null,
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_071,Apa bunyi ketentuan psl 40(2) uu ite 2016?,Pasal 40 ayat (2),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 40 ayat (2)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 40 ayat (2)"", ""isi"": ""Pemerintah melindungi kepentingan umum dari\nsegala jenis gangguan sebagai akibat\npenyalahgunaan Informasi Elektronik dan Transaksi\nElektronik yang mengganggu ketertiban umum,\nsesuai dengan ketentuan peraturan perundang-undangan."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (2)"",
    ""isi"": ""Pemerintah melindungi kepentingan umum dari\nsegala jenis gangguan sebagai akibat\npenyalahgunaan Informasi Elektronik dan Transaksi\nElektronik yang mengganggu ketertiban umum,\nsesuai dengan ketentuan peraturan perundang-undangan."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_072,Jelaskan isi psl 40 ayat 2 uu 19 tahun 2016 dengan kalimat yang sederhana.,Pasal 40 ayat (2),"MATCH (p:Pasal)-[:MEMILIKI_AYAT]->(a:Ayat) WHERE toLower(p.label) = 'pasal 40' AND toLower(a.label) = 'pasal 40 ayat (2)' AND p.source_document_id = 'UU_19_2016' RETURN p.label AS pasal, a.label AS ayat, a.content AS isi_ayat, a.source_document_id AS regulasi LIMIT 1",True,,"[{""pasal"": ""Pasal 40"", ""ayat"": ""Pasal 40 ayat (2)"", ""isi_ayat"": ""Pemerintah melindungi kepentingan umum dari\nsegala jenis gangguan sebagai akibat\npenyalahgunaan Informasi Elektronik dan Transaksi\nElektronik yang mengganggu ketertiban umum,\nsesuai dengan ketentuan peraturan perundang-undangan."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""pasal"": ""Pasal 40"",
    ""ayat"": ""Pasal 40 ayat (2)"",
    ""isi_ayat"": ""Pemerintah melindungi kepentingan umum dari\nsegala jenis gangguan sebagai akibat\npenyalahgunaan Informasi Elektronik dan Transaksi\nElektronik yang mengganggu ketertiban umum,\nsesuai dengan ketentuan peraturan perundang-undangan."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_073,Apa kewajiban pencegahan penyebaran konten dilarang di pasal 40 ayat 2a uu 19 2016?,Pasal 40 ayat (2a),"MATCH (a:Ayat)-[:MENGATUR]->(ph:PerbuatanHukum) WHERE toLower(a.label) = 'pasal 40 ayat (2a)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, ph.label AS perbuatan_hukum, ph.content AS detail_perbuatan, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 40 ayat (2a)"", ""perbuatan_hukum"": ""melakukan pencegahan penyebarluasan dan penggunaan Informasi Elektronik dan/atau Dokumen Elektronik yang memiliki muatan yang dilarang"", ""detail_perbuatan"": null, ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (2a)"",
    ""perbuatan_hukum"": ""melakukan pencegahan penyebarluasan dan penggunaan Informasi Elektronik dan/atau Dokumen Elektronik yang memiliki muatan yang dilarang"",
    ""detail_perbuatan"": null,
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_074,Jelaskan isi psl 40(2a) uu ite perubahan mengenai pemblokiran konten negatif.,Pasal 40 ayat (2a),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 40 ayat (2a)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 40 ayat (2a)"", ""isi"": ""Pemerintah wajib melakukan pencegahan\npenyebarluasan dan penggunaan Informasi\nElektronik dan/ atau Dokumen Elektronik yang\nmemiliki muatan yang dilarang sesuai dengan\nketentuan peraturan perundang-undangan."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (2a)"",
    ""isi"": ""Pemerintah wajib melakukan pencegahan\npenyebarluasan dan penggunaan Informasi\nElektronik dan/ atau Dokumen Elektronik yang\nmemiliki muatan yang dilarang sesuai dengan\nketentuan peraturan perundang-undangan."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_075,"Mau nanya dong, pasal 40 ayat 2a uu no 19/2016 itu mengatur apa ya?",Pasal 40 ayat (2a),"MATCH (a:Ayat)-[:MENGATUR]->(ph:PerbuatanHukum) WHERE toLower(a.label) CONTAINS 'pasal 40 ayat (2a)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, ph.label AS perbuatan, ph.content AS detail, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 40 ayat (2a)"", ""perbuatan"": ""melakukan pencegahan penyebarluasan dan penggunaan Informasi Elektronik dan/atau Dokumen Elektronik yang memiliki muatan yang dilarang"", ""detail"": null, ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (2a)"",
    ""perbuatan"": ""melakukan pencegahan penyebarluasan dan penggunaan Informasi Elektronik dan/atau Dokumen Elektronik yang memiliki muatan yang dilarang"",
    ""detail"": null,
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_076,Apa wewenang pemutusan akses konten melanggar hukum di pasal 40 ayat 2b uu 19 2016?,Pasal 40 ayat (2b),"MATCH (a:Ayat) WHERE a.label CONTAINS 'Pasal 40 ayat (2b)' AND a.source_document_id = 'UU_19_2016' OPTIONAL MATCH (a)-[:MENGATUR]->(ph:PerbuatanHukum) OPTIONAL MATCH (a)-[:BERLAKU_UNTUK]->(e:EntitasHukum) RETURN a.label AS ayat, a.content AS isi_ayat, ph.label AS perbuatan_hukum_terkait, ph.content AS detail_perbuatan_hukum, e.label AS entitas_berwenang, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 40 ayat (2b)"", ""isi_ayat"": ""Dalam melakukan pencegahan s6lagaimana\ndimaksud pada ayat (2a), Pemerintah berwenang\nmelakukan pemutusan akses dan/atau\nmemerintahkan kepada Penyelenggara Sistem\nElektronik untuk melakukan pemutusan akses\nterhadap Informasi Elektronik dan/ atau Dokumen\nElektronik yang memiliki muatan yang melanggar\nhukum."", ""perbuatan_hukum_terkait"": ""melakukan pemutusan akses dan/atau memerintahkan kepada Penyelenggara Sistem Elektronik untuk melakukan pemutusan akses terhadap Informasi Elektronik dan/atau Dokumen Elektronik yang memiliki muatan yang melanggar hukum"", ""detail_perbuatan_hukum"": null, ""entitas_berwenang"": ""Pemerintah"", ""regulasi"": ""UU_19_2016""}, {""ayat"": ""Pasal 40 ayat (2b)"", ""isi_ayat"": ""Dalam melakukan pencegahan s6lagaimana\ndimaksud pada ayat (2a), Pemerintah berwenang\nmelakukan pemutusan akses dan/atau\nmemerintahkan kepada Penyelenggara Sistem\nElektronik untuk melakukan pemutusan akses\nterhadap Informasi Elektronik dan/ atau Dokumen\nElektronik yang memiliki muatan yang melanggar\nhukum."", ""perbuatan_hukum_terkait"": ""melakukan pemutusan akses dan/atau memerintahkan kepada Penyelenggara Sistem Elektronik untuk melakukan pemutusan akses terhadap Informasi Elektronik dan/atau Dokumen Elektronik yang memiliki muatan yang melanggar hukum"", ""detail_perbuatan_hukum"": null, ""entitas_berwenang"": ""Penyelenggara Sistem Elektronik"", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (2b)"",
    ""isi_ayat"": ""Dalam melakukan pencegahan s6lagaimana\ndimaksud pada ayat (2a), Pemerintah berwenang\nmelakukan pemutusan akses dan/atau\nmemerintahkan kepada Penyelenggara Sistem\nElektronik untuk melakukan pemutusan akses\nterhadap Informasi Elektronik dan/ atau Dokumen\nElektronik yang memiliki muatan yang melanggar\nhukum."",
    ""perbuatan_hukum_terkait"": ""melakukan pemutusan akses dan/atau memerintahkan kepada Penyelenggara Sistem Elektronik untuk melakukan pemutusan akses terhadap Informasi Elektronik dan/atau Dokumen Elektronik yang memiliki muatan yang melanggar hukum"",
    ""detail_perbuatan_hukum"": null,
    ""entitas_berwenang"": ""Pemerintah"",
    ""regulasi"": ""UU_19_2016""
  },
  {
    ""ayat"": ""Pasal 40 ayat (2b)"",
    ""isi_ayat"": ""Dalam melakukan pencegahan s6lagaimana\ndimaksud pada ayat (2a), Pemerintah berwenang\nmelakukan pemutusan akses dan/atau\nmemerintahkan kepada Penyelenggara Sistem\nElektronik untuk melakukan pemutusan akses\nterhadap Informasi Elektronik dan/ atau Dokumen\nElektronik yang memiliki muatan yang melanggar\nhukum."",
    ""perbuatan_hukum_terkait"": ""melakukan pemutusan akses dan/atau memerintahkan kepada Penyelenggara Sistem Elektronik untuk melakukan pemutusan akses terhadap Informasi Elektronik dan/atau Dokumen Elektronik yang memiliki muatan yang melanggar hukum"",
    ""detail_perbuatan_hukum"": null,
    ""entitas_berwenang"": ""Penyelenggara Sistem Elektronik"",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_077,Bagaimana prosedur pemutusan akses/blokir menurut psl 40(2b) uu ite 2016?,Pasal 40 ayat (2b),"MATCH (a:Ayat) WHERE a.source_document_id = 'UU_19_2016' AND toLower(a.label) CONTAINS 'pasal 40 ayat (2)' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 40 ayat (2)"", ""isi"": ""Pemerintah melindungi kepentingan umum dari\nsegala jenis gangguan sebagai akibat\npenyalahgunaan Informasi Elektronik dan Transaksi\nElektronik yang mengganggu ketertiban umum,\nsesuai dengan ketentuan peraturan perundang-undangan."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (2)"",
    ""isi"": ""Pemerintah melindungi kepentingan umum dari\nsegala jenis gangguan sebagai akibat\npenyalahgunaan Informasi Elektronik dan Transaksi\nElektronik yang mengganggu ketertiban umum,\nsesuai dengan ketentuan peraturan perundang-undangan."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_078,Bisa tolong paparkan wewenang pemblokiran situs di pasal 40 ayat 2b uu no 19/2016?,Pasal 40 ayat (2b),"MATCH (a:Ayat) WHERE a.label CONTAINS 'Pasal 40 ayat (2b)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi_ayat, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 40 ayat (2b)"", ""isi_ayat"": ""Dalam melakukan pencegahan s6lagaimana\ndimaksud pada ayat (2a), Pemerintah berwenang\nmelakukan pemutusan akses dan/atau\nmemerintahkan kepada Penyelenggara Sistem\nElektronik untuk melakukan pemutusan akses\nterhadap Informasi Elektronik dan/ atau Dokumen\nElektronik yang memiliki muatan yang melanggar\nhukum."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (2b)"",
    ""isi_ayat"": ""Dalam melakukan pencegahan s6lagaimana\ndimaksud pada ayat (2a), Pemerintah berwenang\nmelakukan pemutusan akses dan/atau\nmemerintahkan kepada Penyelenggara Sistem\nElektronik untuk melakukan pemutusan akses\nterhadap Informasi Elektronik dan/ atau Dokumen\nElektronik yang memiliki muatan yang melanggar\nhukum."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_079,Bagaimana kewajiban perlindungan data elektronik strategis di pasal 40 ayat 3 uu 19 2016?,Pasal 40 ayat (3),"MATCH (a:Ayat) WHERE a.source_document_id = 'UU_19_2016' AND a.label CONTAINS 'Pasal 40 ayat (3)' OPTIONAL MATCH (a)-[:MENGATUR]->(ph:PerbuatanHukum) RETURN a.label AS ayat, a.content AS isi_ayat, ph.label AS perbuatan_hukum, ph.content AS detail_perbuatan, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 40 ayat (3)"", ""isi_ayat"": ""Pemerintah menetapkan instansi atau institusi yang\nmemiliki . data elektronik strategis yang wajib\ndilindungi."", ""perbuatan_hukum"": ""menetapkan instansi atau institusi yang memiliki data elektronik strategis yang wajib dilindungi"", ""detail_perbuatan"": null, ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (3)"",
    ""isi_ayat"": ""Pemerintah menetapkan instansi atau institusi yang\nmemiliki . data elektronik strategis yang wajib\ndilindungi."",
    ""perbuatan_hukum"": ""menetapkan instansi atau institusi yang memiliki data elektronik strategis yang wajib dilindungi"",
    ""detail_perbuatan"": null,
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_080,Uraikan psl 40(3) uu ite perubahan tentang instansi data strategis.,Pasal 40 ayat (3),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 40 ayat (3)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 40 ayat (3)"", ""isi"": ""Pemerintah menetapkan instansi atau institusi yang\nmemiliki . data elektronik strategis yang wajib\ndilindungi."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (3)"",
    ""isi"": ""Pemerintah menetapkan instansi atau institusi yang\nmemiliki . data elektronik strategis yang wajib\ndilindungi."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_081,Apa isi dari pasal 40 ayat 3 undang-undang nomor 19 tahun 2016?,Pasal 40 ayat (3),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 40 ayat (3)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 40 ayat (3)"", ""isi"": ""Pemerintah menetapkan instansi atau institusi yang\nmemiliki . data elektronik strategis yang wajib\ndilindungi."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (3)"",
    ""isi"": ""Pemerintah menetapkan instansi atau institusi yang\nmemiliki . data elektronik strategis yang wajib\ndilindungi."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_082,Bagaimana instansi strategis membuat rekam cadang data di pasal 40 ayat 4 uu 19 2016?,Pasal 40 ayat (4),"MATCH (a:Ayat) WHERE toLower(a.label) CONTAINS 'pasal 40 ayat (4)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 40 ayat (4)"", ""isi"": ""Instansi atau institusi sebagaimana dimaksud pada\nayat (3) harus membuat Dokumen Elektronik dal\nrekam cadang elektroniknya serta\nmenghubungkannya ke pusat data tertentu untuk\nkepentingan pengamanan data."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (4)"",
    ""isi"": ""Instansi atau institusi sebagaimana dimaksud pada\nayat (3) harus membuat Dokumen Elektronik dal\nrekam cadang elektroniknya serta\nmenghubungkannya ke pusat data tertentu untuk\nkepentingan pengamanan data."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_083,Jelaskan isi ketentuan psl 40(4) uu ite 2016 tentang backup data.,Pasal 40 ayat (4),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 40 ayat (4)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 40 ayat (4)"", ""isi"": ""Instansi atau institusi sebagaimana dimaksud pada\nayat (3) harus membuat Dokumen Elektronik dal\nrekam cadang elektroniknya serta\nmenghubungkannya ke pusat data tertentu untuk\nkepentingan pengamanan data."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (4)"",
    ""isi"": ""Instansi atau institusi sebagaimana dimaksud pada\nayat (3) harus membuat Dokumen Elektronik dal\nrekam cadang elektroniknya serta\nmenghubungkannya ke pusat data tertentu untuk\nkepentingan pengamanan data."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_084,Tolong ceritakan maksud pasal 40 ayat 4 uu no 19/2016 secara singkat.,Pasal 40 ayat (4),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 40 ayat (4)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 40 ayat (4)"", ""isi"": ""Instansi atau institusi sebagaimana dimaksud pada\nayat (3) harus membuat Dokumen Elektronik dal\nrekam cadang elektroniknya serta\nmenghubungkannya ke pusat data tertentu untuk\nkepentingan pengamanan data."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (4)"",
    ""isi"": ""Instansi atau institusi sebagaimana dimaksud pada\nayat (3) harus membuat Dokumen Elektronik dal\nrekam cadang elektroniknya serta\nmenghubungkannya ke pusat data tertentu untuk\nkepentingan pengamanan data."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_085,Bagaimana kewajiban rekam cadang bagi instansi non-strategis di pasal 40 ayat 5 uu 19 2016?,Pasal 40 ayat (5),"MATCH (a:Ayat) WHERE a.label CONTAINS 'Pasal 40 ayat (5)' AND a.source_document_id = 'UU_19_2016' OPTIONAL MATCH (a)-[:MENGATUR]->(ph:PerbuatanHukum) RETURN a.label AS ayat, a.content AS isi_ayat, ph.label AS perbuatan_hukum, ph.content AS detail_perbuatan, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 40 ayat (5)"", ""isi_ayat"": ""Instansi atau institusi lain selain diatur pada ayat\n(3) membuat Dokumen Elektronik dan rekam cadang\nelektroniknya sesuai dengan keperluan perlindungan\ndata yang dimilikinya."", ""perbuatan_hukum"": ""membuat Dokumen Elektronik dan rekam cadang elektroniknya sesuai dengan keperluan perlindungan data yang dimilikinya"", ""detail_perbuatan"": null, ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (5)"",
    ""isi_ayat"": ""Instansi atau institusi lain selain diatur pada ayat\n(3) membuat Dokumen Elektronik dan rekam cadang\nelektroniknya sesuai dengan keperluan perlindungan\ndata yang dimilikinya."",
    ""perbuatan_hukum"": ""membuat Dokumen Elektronik dan rekam cadang elektroniknya sesuai dengan keperluan perlindungan data yang dimilikinya"",
    ""detail_perbuatan"": null,
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_086,Apa aturan backup data untuk institusi biasa di psl 40(5) uu ite 2016?,Pasal 40 ayat (5),"MATCH (a:Ayat) WHERE a.source_document_id = 'UU_19_2016' AND a.label = 'Pasal 40 ayat (5)' OPTIONAL MATCH (a)-[:MENGATUR]->(ph:PerbuatanHukum) OPTIONAL MATCH (a)-[:BERLAKU_UNTUK]->(e:EntitasHukum) RETURN a.label AS ayat_label, a.content AS isi_ayat, COLLECT(DISTINCT ph.label) AS perbuatan_hukum_diatur, COLLECT(DISTINCT e.label) AS berlaku_untuk_entitas, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat_label"": ""Pasal 40 ayat (5)"", ""isi_ayat"": ""Instansi atau institusi lain selain diatur pada ayat\n(3) membuat Dokumen Elektronik dan rekam cadang\nelektroniknya sesuai dengan keperluan perlindungan\ndata yang dimilikinya."", ""perbuatan_hukum_diatur"": [""membuat Dokumen Elektronik dan rekam cadang elektroniknya sesuai dengan keperluan perlindungan data yang dimilikinya""], ""berlaku_untuk_entitas"": [""instansi pemerintah""], ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat_label"": ""Pasal 40 ayat (5)"",
    ""isi_ayat"": ""Instansi atau institusi lain selain diatur pada ayat\n(3) membuat Dokumen Elektronik dan rekam cadang\nelektroniknya sesuai dengan keperluan perlindungan\ndata yang dimilikinya."",
    ""perbuatan_hukum_diatur"": [
      ""membuat Dokumen Elektronik dan rekam cadang elektroniknya sesuai dengan keperluan perlindungan data yang dimilikinya""
    ],
    ""berlaku_untuk_entitas"": [
      ""instansi pemerintah""
    ],
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_087,Bantu jelaskan isi pasal 40 ayat 5 uu no 19/2016.,Pasal 40 ayat (5),"MATCH (a:Ayat) WHERE toLower(a.label) = 'pasal 40 ayat (5)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 40 ayat (5)"", ""isi"": ""Instansi atau institusi lain selain diatur pada ayat\n(3) membuat Dokumen Elektronik dan rekam cadang\nelektroniknya sesuai dengan keperluan perlindungan\ndata yang dimilikinya."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (5)"",
    ""isi"": ""Instansi atau institusi lain selain diatur pada ayat\n(3) membuat Dokumen Elektronik dan rekam cadang\nelektroniknya sesuai dengan keperluan perlindungan\ndata yang dimilikinya."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_088,Di mana aturan pelaksana tentang peran pemerintah diatur menurut pasal 40 ayat 6 uu 19 2016?,Pasal 40 ayat (6),"MATCH (a:Ayat) WHERE a.label CONTAINS 'Pasal 40 ayat (6)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi_ayat, a.source_document_id AS regulasi LIMIT 1",True,,"[{""ayat"": ""Pasal 40 ayat (6)"", ""isi_ayat"": ""Ketentuan lebih lanjut mengenai peran Pemerintah\nsebagaimana dimaksud pada ayat (1), ayat (2), ayat\n(2a), ayat (2b), dan ayat (3) diatur dalam peraturan\npemerintah."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (6)"",
    ""isi_ayat"": ""Ketentuan lebih lanjut mengenai peran Pemerintah\nsebagaimana dimaksud pada ayat (1), ayat (2), ayat\n(2a), ayat (2b), dan ayat (3) diatur dalam peraturan\npemerintah."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_089,Jelaskan isi pasal 40(6) uu ite perubahan mengenai PP peran pemerintah.,Pasal 40 ayat (6),"MATCH (a:Ayat) WHERE a.source_document_id = 'UU_19_2016' AND toLower(a.label) CONTAINS 'pasal 40 ayat (6)' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 40 ayat (6)"", ""isi"": ""Ketentuan lebih lanjut mengenai peran Pemerintah\nsebagaimana dimaksud pada ayat (1), ayat (2), ayat\n(2a), ayat (2b), dan ayat (3) diatur dalam peraturan\npemerintah."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (6)"",
    ""isi"": ""Ketentuan lebih lanjut mengenai peran Pemerintah\nsebagaimana dimaksud pada ayat (1), ayat (2), ayat\n(2a), ayat (2b), dan ayat (3) diatur dalam peraturan\npemerintah."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_090,Mau tahu dong isi ketentuan pasal 40 ayat 6 uu no 19/2016.,Pasal 40 ayat (6),"MATCH (a:Ayat) WHERE a.label CONTAINS 'Pasal 40 ayat (6)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS ayat, a.content AS isi, a.source_document_id AS regulasi LIMIT 100",True,,"[{""ayat"": ""Pasal 40 ayat (6)"", ""isi"": ""Ketentuan lebih lanjut mengenai peran Pemerintah\nsebagaimana dimaksud pada ayat (1), ayat (2), ayat\n(2a), ayat (2b), dan ayat (3) diatur dalam peraturan\npemerintah."", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""ayat"": ""Pasal 40 ayat (6)"",
    ""isi"": ""Ketentuan lebih lanjut mengenai peran Pemerintah\nsebagaimana dimaksud pada ayat (1), ayat (2), ayat\n(2a), ayat (2b), dan ayat (3) diatur dalam peraturan\npemerintah."",
    ""regulasi"": ""UU_19_2016""
  }
]"
UU_19_2016_E2E_V3_091,Siapa saja yang berwenang menjadi penyidik tindak pidana ITE menurut pasal 43 ayat 1 uu 19 2016?,Pasal 43 ayat (1),"MATCH (a:Ayat)-[:BERLAKU_UNTUK]->(e:EntitasHukum) WHERE a.label CONTAINS 'Pasal 43 ayat (1)' AND a.source_document_id = 'UU_19_2016' RETURN a.label AS pasal_ayat, e.label AS subjek, a.source_document_id AS regulasi LIMIT 100",True,,"[{""pasal_ayat"": ""Pasal 43 ayat (1)"", ""subjek"": ""Penyidik Pegawai Negeri Sipil"", ""regulasi"": ""UU_19_2016""}, {""pasal_ayat"": ""Pasal 43 ayat (1)"", ""subjek"": ""Penyidik Pejabat Polisi Negara Republik Indonesia"", ""regulasi"": ""UU_19_2016""}]","[
  {
    ""pasal_ayat"": ""Pasal 43 ayat (1)"",
    ""subjek"": ""Penyidik Pegawai Negeri Sipil"",
    ""regulasi"": ""UU_19_2016""
  },
  {
    ""pasal_ayat"": ""Pasal 43 ayat (1)"",
    ""subjek"": ""Penyidik Pejabat Polisi Negara Republik Indonesia"",
    ""regulasi"": ""UU_19_2016""
  }
]"
